Source,Target,Type,Universe,Density
Keith Olsen (Producer),FAME AND FORTUNE (Bad Company Album),Album,Bad Company Album,
Gregg Dechert,FAME AND FORTUNE (Bad Company Album),Album,Bad Company Album,
Brian Howe,FAME AND FORTUNE (Bad Company Album),Album,Bad Company Album,
Mick Ralphs,FAME AND FORTUNE (Bad Company Album),Album,Bad Company Album,
Steve Price,FAME AND FORTUNE (Bad Company Album),Album,Bad Company Album,
Simon Kirke,FAME AND FORTUNE (Bad Company Album),Album,Bad Company Album,
Keith Emerson,IN THE HOT SEAT (ELP Album),Album,ELP Album,
Greg Lake,IN THE HOT SEAT (ELP Album),Album,ELP Album,
Carl Palmer,IN THE HOT SEAT (ELP Album),Album,ELP Album,
Keith Olsen (Producer),IN THE HOT SEAT (ELP Album),Album,ELP Album,
Bill Wray,IN THE HOT SEAT (ELP Album),Album,ELP Album,
Paula Mattioli,IN THE HOT SEAT (ELP Album),Album,ELP Album,
Kristen Olsen,IN THE HOT SEAT (ELP Album),Album,ELP Album,
Fred White,IN THE HOT SEAT (ELP Album),Album,ELP Album,
Ricky Nelson,IN THE HOT SEAT (ELP Album),Album,ELP Album,
Lynn B. Davis,IN THE HOT SEAT (ELP Album),Album,ELP Album,
Linda McCrary,IN THE HOT SEAT (ELP Album),Album,ELP Album,
Martin Birch (Producer),WHISHBONE ASH Discography 1970-72,Album,Whishbone Ash,
Derek Lawrence (Producer),WHISHBONE ASH Discography 1970-72,Album,Whishbone Ash,
Andy Powell,WHISHBONE ASH Discography 1970-72,Album,Whishbone Ash,
Ted Turner,WHISHBONE ASH Discography 1970-72,Album,Whishbone Ash,
Martin Turne,WHISHBONE ASH Discography 1970-72,Album,Whishbone Ash,
Steve Upton,WHISHBONE ASH Discography 1970-72,Album,Whishbone Ash,
Don Airey,ELEGANT STEALTH (Wishbone Ash Album),Album,Whishbone Ash,
Pat McManus,ELEGANT STEALTH (Wishbone Ash Album),Album,Whishbone Ash,
Andy Powell,ELEGANT STEALTH (Wishbone Ash Album),Album,Whishbone Ash,
Muddy Manninen,ELEGANT STEALTH (Wishbone Ash Album),Album,Whishbone Ash,
Bob Skeat,ELEGANT STEALTH (Wishbone Ash Album),Album,Whishbone Ash,
Joe Crabtree,ELEGANT STEALTH (Wishbone Ash Album),Album,Whishbone Ash,
Ian Paice,SQUEEZE (Velvet Underground Album),Album,Velvet Underground,
Doug Yule,SQUEEZE (Velvet Underground Album),Album,Velvet Underground,
Eddie Harris,E.K. IN THE U.K. (Eddie Harris Album),Album,Eddie Harris,
Zoot Money,E.K. IN THE U.K. (Eddie Harris Album),Album,Eddie Harris,
Stevie Winwood,E.K. IN THE U.K. (Eddie Harris Album),Album,Eddie Harris,
Tony Kaye,E.K. IN THE U.K. (Eddie Harris Album),Album,Eddie Harris,
Jeff Beck,E.K. IN THE U.K. (Eddie Harris Album),Album,Eddie Harris,
Albert Lee,E.K. IN THE U.K. (Eddie Harris Album),Album,Eddie Harris,
Chris Squire,E.K. IN THE U.K. (Eddie Harris Album),Album,Eddie Harris,
Boz Burrell,E.K. IN THE U.K. (Eddie Harris Album),Album,Eddie Harris,
Rick Grech,E.K. IN THE U.K. (Eddie Harris Album),Album,Eddie Harris,
Ian Paice,E.K. IN THE U.K. (Eddie Harris Album),Album,Eddie Harris,
Alan White,E.K. IN THE U.K. (Eddie Harris Album),Album,Eddie Harris,
George Harrison,BEST OF DARK HORSE (George Harrison Album),Album,George Harrison,
Ian Paice,BEST OF DARK HORSE (George Harrison Album),Album,George Harrison,
Jeff Lyne,BEST OF DARK HORSE (George Harrison Album),Album,George Harrison,
Ray Cooper,BEST OF DARK HORSE (George Harrison Album),Album,George Harrison,
Richard Tandy,BEST OF DARK HORSE (George Harrison Album),Album,George Harrison,
Jim Horn,BEST OF DARK HORSE (George Harrison Album),Album,George Harrison,
Jim Capaldi,LIVING ON THE OUTSIDE (Jim Capaldi Album),Album,Jim Capaldi,
Mick Dolan,LIVING ON THE OUTSIDE (Jim Capaldi Album),Album,Jim Capaldi,
Ian Paice,LIVING ON THE OUTSIDE (Jim Capaldi Album),Album,Jim Capaldi,
Gary Moore,LIVING ON THE OUTSIDE (Jim Capaldi Album),Album,Jim Capaldi,
Steve Winwood,LIVING ON THE OUTSIDE (Jim Capaldi Album),Album,Jim Capaldi,
George Harrison,LIVING ON THE OUTSIDE (Jim Capaldi Album),Album,Jim Capaldi,
Paul Weller,LIVING ON THE OUTSIDE (Jim Capaldi Album),Album,Jim Capaldi,
Ian Paice,MODERN DRUMMER FESTIVAL 2005,Event,Festival Events,
Chad Smith,MODERN DRUMMER FESTIVAL 2005,Event,Festival Events,
Ian Paice,LONDON DRUM COMPANY 06.21.2004,Event,Festival Events,
Chad Smith,LONDON DRUM COMPANY 06.21.2004,Event,Festival Events,
Tony Ashton,TONY ASHTON & LEGENDARY FRIENDS 09.10-11.1999,Concert,Tony Ashton,
Ian Paice,TONY ASHTON & LEGENDARY FRIENDS 09.10-11.1999,Concert,Tony Ashton,
Paul Martinez,TONY ASHTON & LEGENDARY FRIENDS 09.10-11.1999,Concert,Tony Ashton,
Ian Paice,PROLIGHT SOUND FAIR 2006,Event,Festival Events,
Thomas Blug,PROLIGHT SOUND FAIR 2006,Event,Festival Events,
Don Airey,PROLIGHT SOUND FAIR 2006,Event,Festival Events,
Thijs Van Leer,PROLIGHT SOUND FAIR 2006,Event,Festival Events,
Pete York,ROCK LEGENDS ADVENTURE 24.05.2008,Event,Pete York,
Ian Paice,ROCK LEGENDS ADVENTURE 24.05.2008,Event,Pete York,
Leland Sklar,ROCK LEGENDS ADVENTURE 24.05.2008,Event,Pete York,
Steve Lukather,ROCK LEGENDS ADVENTURE 24.05.2008,Event,Pete York,
Bobby Kimball,ROCK LEGENDS ADVENTURE 24.05.2008,Event,Pete York,
John Miles,ROCK LEGENDS ADVENTURE 24.05.2008,Event,Pete York,
Neil Murray,A NIGHT WITH JETHRO TULL & DEEP PURPLE 09.06.2009,Event,Festival Events,
Doogie White,A NIGHT WITH JETHRO TULL & DEEP PURPLE 09.06.2009,Event,Festival Events,
Jonathan Noyce,A NIGHT WITH JETHRO TULL & DEEP PURPLE 09.06.2009,Event,Festival Events,
Clive Bunker,A NIGHT WITH JETHRO TULL & DEEP PURPLE 09.06.2009,Event,Festival Events,
Phil Hilborne,A NIGHT WITH JETHRO TULL & DEEP PURPLE 09.06.2009,Event,Festival Events,
Ian Paice,A NIGHT WITH JETHRO TULL & DEEP PURPLE 09.06.2009,Event,Festival Events,
Ian Paice,ROCK NIGHT 2013,Event,Festival Events,
Don Airey,ROCK NIGHT 2013,Event,Festival Events,
Roger Glover,ROCK NIGHT 2013,Event,Festival Events,
Kee Marcello,ROCK NIGHT 2013,Event,Festival Events,
Ken Hensley,ROCK NIGHT 2013,Event,Festival Events,
Chris Slade,ROCK NIGHT 2013,Event,Festival Events,
Steve Lukather,ROCK NIGHT 2013,Event,Festival Events,
Bobby Kimball,ROCK NIGHT 2013,Event,Festival Events,
Rick Wakeman,ROCK NIGHT 2013,Event,Festival Events,
Matt Filippini,ROCK NIGHT 2013,Event,Festival Events,
Uli Jon Roth,ROCK NIGHT 2013,Event,Festival Events,
Alessandro Del Vecchio,ROCK NIGHT 2013,Event,Festival Events,
Doogie White,ROCK NIGHT 2013,Event,Festival Events,
Nathaniel Peterson,ROCK NIGHT 2013,Event,Festival Events,
Derek Wilson,ROCK NIGHT 2013,Event,Festival Events,
Massimo Varini,ROCK NIGHT 2013,Event,Festival Events,
Ian Gillan,ONE EYE TO MOROCCO (Ian Gillan Album),Album,Ian Gillan,
Michael Lee Jackson,ONE EYE TO MOROCCO (Ian Gillan Album),Album,Ian Gillan,
Rodney Appleby,ONE EYE TO MOROCCO (Ian Gillan Album),Album,Ian Gillan,
Howard Wilson,ONE EYE TO MOROCCO (Ian Gillan Album),Album,Ian Gillan,
Steve Morris,ONE EYE TO MOROCCO (Ian Gillan Album),Album,Ian Gillan,
Nick Blagona (Producer),ONE EYE TO MOROCCO (Ian Gillan Album),Album,Ian Gillan,
Joe Mennonna,ONE EYE TO MOROCCO (Ian Gillan Album),Album,Ian Gillan,
Lance Anderson,ONE EYE TO MOROCCO (Ian Gillan Album),Album,Ian Gillan,
Jesse O'Brien,ONE EYE TO MOROCCO (Ian Gillan Album),Album,Ian Gillan,
Brownman Ali,ONE EYE TO MOROCCO (Ian Gillan Album),Album,Ian Gillan,
Jaro Jarosil,ONE EYE TO MOROCCO (Ian Gillan Album),Album,Ian Gillan,
The Gillanaires,ONE EYE TO MOROCCO (Ian Gillan Album),Album,Ian Gillan,
Ian Gillan,TOOLBOX (Ian Gillan Album),Album,Ian Gillan,
Leslie West,TOOLBOX (Ian Gillan Album),Album,Ian Gillan,
Steve Morris,TOOLBOX (Ian Gillan Album),Album,Ian Gillan,
Brett Bloomfield,TOOLBOX (Ian Gillan Album),Album,Ian Gillan,
Leonard Haze,TOOLBOX (Ian Gillan Album),Album,Ian Gillan,
Leslie West,MOUNTAIN,Band,Ian Gillan,
Felix Pappalardi,MOUNTAIN,Band,Ian Gillan,
Corky Laing,MOUNTAIN,Band,Ian Gillan,
Steve Knight,MOUNTAIN,Band,Ian Gillan,
Ian Gillan,SOUTH AFRICA (Ian Gillan Single),Album,Ian Gillan,
Bernie Marsden,SOUTH AFRICA (Ian Gillan Single),Album,Ian Gillan,
Jimmy Copley,SOUTH AFRICA (Ian Gillan Single),Album,Ian Gillan,
Ian Gillan,LIVE IN ANAHEIM (Ian Gillan Album),Album,Ian Gillan,
Michael Lee Jackson,LIVE IN ANAHEIM (Ian Gillan Album),Album,Ian Gillan,
Dean Howard,LIVE IN ANAHEIM (Ian Gillan Album),Album,Ian Gillan,
Nick Blagona (Producer),LIVE IN ANAHEIM (Ian Gillan Album),Album,Ian Gillan,
Rodney Appleby,LIVE IN ANAHEIM (Ian Gillan Album),Album,Ian Gillan,
Randy Cooke,LIVE IN ANAHEIM (Ian Gillan Album),Album,Ian Gillan,
Joe Mennonna,LIVE IN ANAHEIM (Ian Gillan Album),Album,Ian Gillan,
Michael Bradford (Producer),LIVE IN ANAHEIM (Ian Gillan Album),Album,Ian Gillan,
Ian Gillan,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
Steve Morris,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
Albie Donnelly,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
Tommy Eyre,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
Chris Glen,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
Ted McKenna,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
Roger Glover,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
Mick O'Donoghue,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
J. Peter Robinson,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
John Gustafson,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
Carol Kenyon,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
Dave Lloyd,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
Harry Shaw,NAKED THUNDER (Ian Gillan Album),Album,Ian Gillan,
Glenn Hughes,BRAZEN ABBOT #1,Band,Brazen Abbot,
Göran Edman,BRAZEN ABBOT #1,Band,Brazen Abbot,
Nikolo Kotzev,BRAZEN ABBOT #1,Band,Brazen Abbot,
Thomas Vikström,BRAZEN ABBOT #1,Band,Brazen Abbot,
Mic Michaeli,BRAZEN ABBOT #1,Band,Brazen Abbot,
Svante Henryson,BRAZEN ABBOT #1,Band,Brazen Abbot,
Ian Haugland,BRAZEN ABBOT #1,Band,Brazen Abbot,
Joe Lynn Turner,BRAZEN ABBOT #2,Band,Brazen Abbot,
Göran Edman,BRAZEN ABBOT #2,Band,Brazen Abbot,
Nikolo Kotzev,BRAZEN ABBOT #2,Band,Brazen Abbot,
Thomas Vikström,BRAZEN ABBOT #2,Band,Brazen Abbot,
Mic Michaeli,BRAZEN ABBOT #2,Band,Brazen Abbot,
John Leven,BRAZEN ABBOT #2,Band,Brazen Abbot,
Ian Haugland,BRAZEN ABBOT #2,Band,Brazen Abbot,
Göran Edman,BRAZEN ABBOT #3,Band,Brazen Abbot,
Nikolo Kotzev,BRAZEN ABBOT #3,Band,Brazen Abbot,
Joe Lynn Turner,BRAZEN ABBOT #3,Band,Brazen Abbot,
Jørn Lande,BRAZEN ABBOT #3,Band,Brazen Abbot,
Mic Michaeli,BRAZEN ABBOT #3,Band,Brazen Abbot,
Ian Haugland,BRAZEN ABBOT #3,Band,Brazen Abbot,
Göran Edman,BRAZEN ABBOT #4,Band,Brazen Abbot,
Nikolo Kotzev,BRAZEN ABBOT #4,Band,Brazen Abbot,
Joe Lynn Turner,BRAZEN ABBOT #4,Band,Brazen Abbot,
Wayne Banks,BRAZEN ABBOT #4,Band,Brazen Abbot,
Lars Pollack,BRAZEN ABBOT #4,Band,Brazen Abbot,
Thomas Broman,BRAZEN ABBOT #4,Band,Brazen Abbot,
Göran Edman,BRAZEN ABBOT #5,Band,Brazen Abbot,
Nikolo Kotzev,BRAZEN ABBOT #5,Band,Brazen Abbot,
Joe Lynn Turner,BRAZEN ABBOT #5,Band,Brazen Abbot,
Tony Harnell,BRAZEN ABBOT #5,Band,Brazen Abbot,
Erik Mårtensson,BRAZEN ABBOT #5,Band,Brazen Abbot,
Nelko Kolarov,BRAZEN ABBOT #5,Band,Brazen Abbot,
Mattias Knutas,BRAZEN ABBOT #5,Band,Brazen Abbot,
Joe Lynn Turner,MOTHER'S ARMY #1,Band,Mother's Army,
Jeff Watson,MOTHER'S ARMY #1,Band,Mother's Army,
Bob Daisley,MOTHER'S ARMY #1,Band,Mother's Army,
Carmine Appice,MOTHER'S ARMY #1,Band,Mother's Army,
Joe Lynn Turner,MOTHER'S ARMY #2,Band,Mother's Army,
Jeff Watson,MOTHER'S ARMY #2,Band,Mother's Army,
Bob Daisley,MOTHER'S ARMY #2,Band,Mother's Army,
Aynsley Dunbar,MOTHER'S ARMY #2,Band,Mother's Army,
Joe Lynn Turner,SUNSTORM,Band,Sunstorm,
Dennis Ward,SUNSTORM,Band,Sunstorm,
Uwe Reitenauer,SUNSTORM,Band,Sunstorm,
Thorsten Koehne,SUNSTORM,Band,Sunstorm,
Chris Schmidt,SUNSTORM,Band,Sunstorm,
Günter Werno,SUNSTORM,Band,Sunstorm,
Bente Smaavik,THE JAN HOLDBERG PROJECT,Band,Jan Holdeborg,
Therese Ulvan,THE JAN HOLDBERG PROJECT,Band,Jan Holdeborg,
Vegar L. Nesset,THE JAN HOLDBERG PROJECT,Band,Jan Holdeborg,
Jan Holberg,THE JAN HOLDBERG PROJECT,Band,Jan Holdeborg,
Gulli Briem,THE JAN HOLDBERG PROJECT,Band,Jan Holdeborg,
Kåre Kolve,THE JAN HOLDBERG PROJECT,Band,Jan Holdeborg,
Eythor Gunnarsson,THE JAN HOLDBERG PROJECT,Band,Jan Holdeborg,
Skjalg Mikaelsen Raaen,THE JAN HOLDBERG PROJECT,Band,Jan Holdeborg,
Oskar Gudjonsson,THE JAN HOLDBERG PROJECT,Band,Jan Holdeborg,
Torgeir Andresen,THE JAN HOLDBERG PROJECT,Band,Jan Holdeborg,
Joe Lynn Turner,THE JAN HOLDBERG PROJECT,Band,Jan Holdeborg,
Kevin DuBrow,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Carlos Cavazo,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Rudy Sarzo,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Frankie Banali,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Sebastian Bach,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Warren DeMartini,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Billy Sherwood,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Bobby Blotzer,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Joe Lynn Turner,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Phil Collen,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Jeff Pilson,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Simon Wright,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Jack Russell,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
John Corabi,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Bob Kulick,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Billy Sheehan,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Pat Torpey,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Stephen Pearcy,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Tracii Guns,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Tony Franklin,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Lemmy Kilmister,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Jake E. Lee,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Dee Snider,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Scott Ian,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Frank Bello,THUNDERBOLT (AC/DC Tribute),Album,AC/DC Tribute,
Kevin DuBrow,QUIET RIOT #1,Band,Quiet Riot,
Randy Rhoads,QUIET RIOT #1,Band,Quiet Riot,
Kelly Garni,QUIET RIOT #1,Band,Quiet Riot,
Drew Forsyth,QUIET RIOT #1,Band,Quiet Riot,
Kevin DuBrow,QUIET RIOT #2,Band,Quiet Riot,
Randy Rhoads,QUIET RIOT #2,Band,Quiet Riot,
Rudy Sarzo,QUIET RIOT #2,Band,Quiet Riot,
Drew Forsyth,QUIET RIOT #2,Band,Quiet Riot,
Kevin DuBrow,QUIET RIOT #3,Band,Quiet Riot,
Carlos Cavazo,QUIET RIOT #3,Band,Quiet Riot,
Rudy Sarzo,QUIET RIOT #3,Band,Quiet Riot,
Frankie Banali,QUIET RIOT #3,Band,Quiet Riot,
Kevin DuBrow,QUIET RIOT #4,Band,Quiet Riot,
Carlos Cavazo,QUIET RIOT #4,Band,Quiet Riot,
Chuck Wright,QUIET RIOT #4,Band,Quiet Riot,
Frankie Banali,QUIET RIOT #4,Band,Quiet Riot,
Sebastian Bach,BACH 2 BASICS (Sebastian Bach Album),Album,Sebastian Bach,
Jake E. Lee,BACH 2 BASICS (Sebastian Bach Album),Album,Sebastian Bach,
Slash,BACH 2 BASICS (Sebastian Bach Album),Album,Sebastian Bach,
Vivian Campbell,BACH 2 BASICS (Sebastian Bach Album),Album,Sebastian Bach,
Tim Pierce,BACH 2 BASICS (Sebastian Bach Album),Album,Sebastian Bach,
Jeff Pilson,BACH 2 BASICS (Sebastian Bach Album),Album,Sebastian Bach,
Billy Sheehan,BACH 2 BASICS (Sebastian Bach Album),Album,Sebastian Bach,
Mike Portnoy,BACH 2 BASICS (Sebastian Bach Album),Album,Sebastian Bach,
Scott Travis,BACH 2 BASICS (Sebastian Bach Album),Album,Sebastian Bach,
Warren DeMartini,BACH 2 BASICS (Sebastian Bach Album),Album,Sebastian Bach,
Billy Sherwood,BACH 2 BASICS (Sebastian Bach Album),Album,Sebastian Bach,
John Petrucci,BACH 2 BASICS (Sebastian Bach Album),Album,Sebastian Bach,
Don Dokken,DOKKEN #1,Band,Dokken,
Greg Leon,DOKKEN #1,Band,Dokken,
Steve R. Barry,DOKKEN #1,Band,Dokken,
Mick Brown,DOKKEN #1,Band,Dokken,
Don Dokken,DOKKEN #2,Band,Dokken,
George Lynch,DOKKEN #2,Band,Dokken,
Juan Croucier,DOKKEN #2,Band,Dokken,
Mick Brown,DOKKEN #2,Band,Dokken,
Don Dokken,DOKKEN #3,Band,Dokken,
George Lynch,DOKKEN #3,Band,Dokken,
Jeff Pilson,DOKKEN #3,Band,Dokken,
Mick Brown,DOKKEN #3,Band,Dokken,
Don Dokken,DOKKEN #3,Band,Dokken,
Reb Beach,DOKKEN #3,Band,Dokken,
Jeff Pilson,DOKKEN #3,Band,Dokken,
Mick Brown,DOKKEN #3,Band,Dokken,
Mick Brown,DOKKEN #3,Band,Dokken,
Don Dokken,DOKKEN #3,Band,Dokken,
John Norum,DOKKEN #3,Band,Dokken,
Jeff Pilson,DOKKEN #3,Band,Dokken,
Mick Brown,DOKKEN #3,Band,Dokken,
Stephen Pearcy,RATT #1,Band,Ratt,
Chris Hager,RATT #1,Band,Ratt,
Tim Garcia,RATT #1,Band,Ratt,
Bob Eisenberg,RATT #1,Band,Ratt,
Stephen Pearcy,RATT #2,Band,Ratt,
Jake E. Lee,RATT #2,Band,Ratt,
Matt Thorr,RATT #2,Band,Ratt,
Bob Eisenberg,RATT #2,Band,Ratt,
Bob DeLellis,RATT #2,Band,Ratt,
Stephen Pearcy,RATT #3,Band,Ratt,
Warren DeMartini,RATT #3,Band,Ratt,
Robbin Crosby,RATT #3,Band,Ratt,
Juan Croucier,RATT #3,Band,Ratt,
Bobby Blotzer,RATT #3,Band,Ratt,
Stephen Pearcy,RATT #4,Band,Ratt,
Warren DeMartini,RATT #4,Band,Ratt,
Michael Schenker,RATT #4,Band,Ratt,
Juan Croucier,RATT #4,Band,Ratt,
Bobby Blotzer,RATT #4,Band,Ratt,
Jizzy Pearl,RATT #5,Band,Ratt,
John Corabi,RATT #5,Band,Ratt,
Warren DeMartini,RATT #5,Band,Ratt,
Robbie Crane,RATT #5,Band,Ratt,
Bobby Blotzer,RATT #5,Band,Ratt,
Stephen Pearcy,REACH FOR THE SKY (Ratt Album),Album,Ratt,
Robbin Crosby,REACH FOR THE SKY (Ratt Album),Album,Ratt,
Warren DeMartini,REACH FOR THE SKY (Ratt Album),Album,Ratt,
Juan Croucier,REACH FOR THE SKY (Ratt Album),Album,Ratt,
Bobby Blotzer,REACH FOR THE SKY (Ratt Album),Album,Ratt,
Mike Stone (Producer),REACH FOR THE SKY (Ratt Album),Album,Ratt,
Tracii Guns,L.A. GUNS #1,Band,LA Guns,
Ole Beich,L.A. GUNS #1,Band,LA Guns,
Rob Gardner,L.A. GUNS #1,Band,LA Guns,
Michael Jagosz,L.A. GUNS #1,Band,LA Guns,
Tracii Guns,L.A. GUNS #2,Band,LA Guns,
Ole Beich,L.A. GUNS #2,Band,LA Guns,
Rob Gardner,L.A. GUNS #2,Band,LA Guns,
Axl Rose,L.A. GUNS #2,Band,LA Guns,
Dee Snider,Twisted Sister #15,Band,Twisted Sister,
Jay Jay French,Twisted Sister #15,Band,Twisted Sister,
Eddie 'Fingers' Ojeda,Twisted Sister #15,Band,Twisted Sister,
Mark 'The Animal' Mendoza,Twisted Sister #15,Band,Twisted Sister,
Joey Franco,Twisted Sister #15,Band,Twisted Sister,
Dee Snider,Twisted Sister #19,Band,Twisted Sister,
Jay Jay French,Twisted Sister #19,Band,Twisted Sister,
Eddie 'Fingers' Ojeda,Twisted Sister #19,Band,Twisted Sister,
Mark 'The Animal' Mendoza,Twisted Sister #19,Band,Twisted Sister,
Mike Portnoy,Twisted Sister #19,Band,Twisted Sister,
Dee Snider,DESPERADO #1,Band,Desperado,
Bernie Tormé,DESPERADO #1,Band,Desperado,
Marc Russel,DESPERADO #1,Band,Desperado,
Joey Franco,DESPERADO #1,Band,Desperado,
Dee Snider,DESPERADO #2,Band,Desperado,
Bernie Tormé,DESPERADO #2,Band,Desperado,
Marc Russel,DESPERADO #2,Band,Desperado,
Clive Burr,DESPERADO #2,Band,Desperado,
Joey Belladonna,ANTHRAX,Band,Anthrax,
Scott Ian,ANTHRAX,Band,Anthrax,
Jonathan Donais,ANTHRAX,Band,Anthrax,
Frank Bello,ANTHRAX,Band,Anthrax,
Charlie Benante,ANTHRAX,Band,Anthrax,
Yngwie Malmsteen,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Tim Bogert,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Tommy Aldridge,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Derek Sherinian,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Brad Gillis,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Gary Moon,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Eric Singer,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Lemmy Kilmister,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Richie Kotzen,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Tony Franklin,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Vinnie Colaiuta,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Dee Snider,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Doug Aldrich,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Tony Levin,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Jason Bonham,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Mike Porcaro,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Joe Lynn Turner,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Steve Lukather,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Dweezil Zappa,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Gregg Bissonette,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Billy Sherwood,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Paul Taylor,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Jeff Scott Soto,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Bruce Kulick,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Pat Torpey,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Jeff Martin,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Paul Gilbert,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Scott Travis,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Vince Neil,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Stu Hamm,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Jack Blades,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Reb Beach,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Jeff Pilson,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Bobby Blotzer,BAT HEAD SOUP (Ozzy Osbourne Tribute),Album,Ozzy Osbourne Tribute,
Steve Morse,Live At NAMM 2020 (Music Fair),Event,Festival Events,
